exploration/num steps total,evaluation/Actions Min,exploration/Returns Min,evaluation/Rewards Min,trainer/Q1 Predictions Max,evaluation/Actions Max,trainer/Q Targets Min,trainer/Q2 Predictions Std,trainer/QF2 Loss,trainer/Policy Action Std,trainer/Q1 Predictions Std,evaluation/Rewards Std,trainer/Q2 Predictions Min,time/evaluation sampling (s),evaluation/Num Paths,trainer/Policy Action Mean,trainer/Bellman Errors 2 Mean,exploration/path length Std,time/data storing (s),exploration/Returns Std,evaluation/Actions Std,trainer/Policy Action Max,evaluation/path length Min,time/exploration sampling (s),exploration/Actions Std,exploration/path length Min,evaluation/path length Max,trainer/Bellman Errors 1 Std,evaluation/Rewards Mean,evaluation/path length Std,evaluation/path length Mean,exploration/Returns Mean,exploration/Rewards Std,trainer/Bellman Errors 1 Max,exploration/Actions Max,exploration/Rewards Max,evaluation/num steps total,trainer/Q2 Predictions Max,trainer/Bellman Errors 1 Min,exploration/Num Paths,evaluation/Returns Max,trainer/Q1 Predictions Min,trainer/Q Targets Std,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 2 Std,evaluation/num paths total,evaluation/Returns Std,trainer/Policy Loss,trainer/Bellman Errors 2 Min,trainer/Q2 Predictions Mean,trainer/Bellman Errors 2 Max,exploration/Rewards Min,exploration/Returns Max,evaluation/Rewards Max,exploration/num paths total,trainer/Q Targets Mean,evaluation/Actions Mean,replay_buffer/size,time/logging (s),exploration/Average Returns,evaluation/Average Returns,trainer/Policy Action Min,time/total (s),trainer/Q1 Predictions Mean,time/training (s),evaluation/Returns Mean,exploration/path length Max,evaluation/Returns Min,exploration/Actions Min,trainer/QF1 Loss,time/saving (s),Epoch,time/epoch (s),exploration/Actions Mean,exploration/Rewards Mean,trainer/Q Targets Max,exploration/path length Mean
57900,-0.86302835,-15.26755665706944,-0.7942495629775264,-12.253349,0.999931,-13.04017,0.14576639,4.7444215,0.11656165,0.14008291,0.05098317086478157,-13.098322,0.08012962897191755,5,0.02482084,4.744421,0.0,0.0014870830054860562,1.714667708709924,0.08673879,0.27554852,100,0.0342335129971616,0.15426080789935637,100,100,26.292128,-0.06433327188748612,0.0,100.0,-13.552888948359517,0.07521605723303698,151.12918,0.7764373367959365,-0.01038835243929086,144500,-12.267112,5.5173305e-06,2,-6.092464828181775,-13.086908,2.158873,4.740854,26.31212,1445,0.29674275445280646,12.240404,4.2800457e-07,-12.382644,151.24405,-0.41905406650667804,-11.838221239649592,-0.045527247762196785,579,-12.035669,0.006508495,57900,0.002527807984733954,-13.552888948359517,-6.433327188748609,-0.39936787,173.00437233652337,-12.379937,0.513280315004522,-6.433327188748609,100,-6.756479419469864,-1.0,4.7408543,0.002269385993713513,288,0.6339277339575347,-0.0026280490271462483,-0.13552888948359518,-0.059325352,100.0
58100,-0.77967197,-14.38626175085096,-0.8740900714032876,-12.323255,0.99997926,-14.189144,0.3151075,0.026451278,0.19369413,0.33152646,0.054805585001741715,-13.835697,0.07692066801246256,5,0.025057016,0.026451278,0.0,0.0011234449921175838,0.08533268922557724,0.08708367,0.6511176,100,0.03307066499837674,0.15767898615728046,100,100,0.030069077,-0.06908479221920381,0.0,100.0,-14.300929061625382,0.08218748523773522,0.13345258,1.0,-0.006008168331801442,145000,-12.317791,3.6569218e-05,2,-6.5167053608827175,-13.982078,0.3801353,0.023310233,0.03389415,1450,0.3379732467072637,12.380965,8.583922e-05,-12.529528,0.12492476,-0.5806258511493072,-14.215596372399805,-0.03702682385352138,581,-12.560455,0.006357384,58100,0.002485995995812118,-14.300929061625382,-6.908479221920382,-0.9815872,173.5970514655346,-12.531174,0.47292130001005717,-6.908479221920382,100,-7.298867790177613,-0.4093920647901335,0.023310231,0.0022625190031249076,289,0.5887845930119511,0.007019253961212819,-0.1430092906162538,-12.159301,100.0
58300,-0.8751271,-14.304167883122329,-0.551585179330423,-12.261129,0.9995142,-14.374188,0.38198853,0.03697768,0.21849494,0.40116766,0.02424354453843634,-14.377579,0.07321417500497773,5,0.0012833616,0.03697767,0.0,0.00113030502689071,0.5713474880768894,0.06541819,0.95298696,100,0.03301638999255374,0.15544818885554074,100,100,0.07466762,-0.04343894636366042,0.0,100.0,-13.73282039504544,0.0685865629891034,0.32146674,0.965576068877809,-0.010527367486521414,145500,-12.282207,1.7170372e-05,2,-4.184892395504548,-14.472754,0.4087507,0.03931743,0.070272535,1455,0.21286173820762927,12.351301,1.1494217e-05,-12.486397,0.31034905,-0.43554296642147017,-13.16147290696855,-0.038696734945200914,583,-12.558676,0.00369093,58300,0.002456922986311838,-13.73282039504544,-4.343894636366041,-0.997764,174.1736268895038,-12.483276,0.4605671319877729,-4.343894636366041,100,-4.746914201589832,-0.885295471153987,0.039317425,0.0022641709947492927,290,0.5726490959932562,0.004249181155473662,-0.13732820395045445,-12.150406,100.0
58500,-0.37792027,-14.777332545387083,-0.282057374556379,-12.36382,0.98501873,-12.933228,0.15829645,0.023073554,0.17326413,0.16262354,0.011051970173432643,-13.212952,0.07308606500737369,5,0.046652686,0.023073554,0.0,0.0012013280065730214,0.5584861564851984,0.073941,0.9997282,100,0.041399079986149445,0.14450880557943613,100,100,0.026876533,-0.06185837357561604,0.0,100.0,-14.218846388901884,0.07477420180084605,0.118114896,1.0,-0.015385634439074033,146000,-12.368095,2.436625e-05,2,-6.136842829939521,-13.245117,0.14293857,0.0238982,0.025315186,1460,0.07091241087688223,12.364689,1.7376478e-05,-12.505228,0.11535834,-0.5870741770490707,-13.660360232416686,-0.045673317455865246,585,-12.403972,0.0070117265,58500,0.0024713889870326966,-14.218846388901884,-6.185837357561605,-0.17895022,174.77782791951904,-12.506661,0.4796347049996257,-6.185837357561605,100,-6.322427470778761,-0.3098891273843975,0.0238982,0.002571712015196681,291,0.6003642790019512,0.007511957068163591,-0.14218846388901885,-12.227011,100.0
58700,-0.95512724,-17.04891990707378,-0.7092608450144766,-12.0799265,0.99980974,-14.759408,0.4541458,4.654807,0.1662934,0.44135344,0.027923665660335828,-14.704095,0.07516373301041313,5,0.042808887,4.6548066,0.0,0.001249718014150858,0.7820788782961108,0.07896829,0.9974663,100,0.04159471599268727,0.16147499513800176,100,100,25.415611,-0.09237598241823483,0.0,100.0,-16.26684102877767,0.08840996359435883,146.1696,1.0,-0.02632867936302798,146500,-12.041879,4.641764e-05,2,-9.068005236547872,-14.647065,2.2161489,4.662645,25.360569,1465,0.2521051604524449,12.055074,3.0859723e-05,-12.310364,145.85521,-0.7879343919056602,-15.48476215048156,-0.07622660898906215,587,-12.185961,0.0065567703,58700,0.002452985994750634,-16.26684102877767,-9.23759824182348,-0.45090368,175.3533134975878,-12.308743,0.44904568401398137,-9.23759824182348,100,-9.739341621008762,-0.9467556445920656,4.6626453,0.0020435659971553832,292,0.5715504030231386,0.0031138200443617094,-0.16266841028777676,-0.10256344,100.0
58900,-0.8475319,-12.546267348576016,-0.5251925566862105,-12.292667,0.9989635,-12.768964,0.077563606,0.026131062,0.10566299,0.0802313,0.023042106079345506,-12.686736,0.07622185000218451,5,0.0015206023,0.026131062,0.0,0.0011672640102915466,0.13744121114579144,0.06552897,0.44405022,100,0.03440260200295597,0.16079155360492112,100,100,0.03774677,-0.03727330391320444,0.0,100.0,-12.408826137430225,0.07348724407659725,0.17741811,0.9560521743601538,-0.009650581925546362,147000,-12.296953,6.622221e-05,2,-3.5765319710324146,-12.663799,0.14281026,0.026560163,0.037757114,1470,0.19300865280241356,12.301583,0.00016595192,-12.427414,0.18814333,-0.5173322977147203,-12.271384926284433,-0.011937197069188527,589,-12.494726,0.0029315394,58900,0.0018777299846988171,-12.408826137430225,-3.727330391320444,-0.20826514,175.91933775160578,-12.424349,0.446645748015726,-3.727330391320444,100,-4.104899626869212,-1.0,0.026560165,0.0018214159936178476,293,0.5621366100094747,0.002295113112478851,-0.12408826137430225,-12.254034,100.0
59100,-0.55107844,-12.879211055811163,-0.7814499622376669,-12.427582,0.9999315,-16.009642,0.49425128,0.047294803,0.21155922,0.4848754,0.03444512084939362,-15.268205,0.07356036899727769,5,0.05301486,0.047294803,0.0,0.0010929660056717694,0.4731111756766895,0.07531983,0.9916177,100,0.03270635398803279,0.13536435632930452,100,100,0.11988397,-0.04910080070254436,0.0,100.0,-12.406099880134473,0.07359822347996646,0.6528742,0.7294875436186163,-0.005326722367227514,147500,-12.435583,1.1649937e-05,2,-4.72518230758688,-15.201635,0.6638754,0.05066233,0.10409068,1475,0.2550390504527977,12.461527,8.225479e-05,-12.671256,0.54972875,-0.6349159348707658,-11.932988704457784,-0.010218637926932157,591,-12.670969,0.00640821,59100,0.0024783340049907565,-12.406099880134473,-4.910080070254436,-0.45875302,176.49278532757307,-12.662848,0.4574238079949282,-4.910080070254436,100,-5.406461545847851,-0.3936037290411714,0.050662328,0.002245511015644297,294,0.5695073420065455,0.006300149070230506,-0.12406099880134476,-12.271354,100.0
59300,-0.42124853,-14.679790606882356,-0.4467943876940632,-12.53533,0.99855655,-15.687364,0.51283413,5.158416,0.21434346,0.52078396,0.018442977298644667,-15.491804,0.07117775300866924,5,0.030769488,5.158416,0.0,0.0012584490177687258,0.4065130487837232,0.054937296,0.99780065,100,0.03330592199927196,0.16607415419785418,100,100,28.246809,-0.04412434085684264,0.0,100.0,-14.273277558098634,0.08215769256382699,162.3893,0.904707760621043,-0.012877932831647813,148000,-12.525381,0.001795446,2,-4.286040898864179,-15.556743,2.1678588,5.1178255,28.465801,1480,0.1448466068965766,12.561171,0.0026525776,-12.748955,163.64917,-0.6621007876768946,-13.86676450931491,-0.00968243911585818,593,-12.196991,0.0032715264,59300,0.002453645982313901,-14.273277558098634,-4.412434085684265,-0.46055496,177.0734932635969,-12.751283,0.4666312680055853,-4.412434085684265,100,-4.696185758182663,-1.0,5.117826,0.002275181992445141,295,0.5771022200060543,0.0016491050489734948,-0.14273277558098632,-0.5640585,100.0
59500,-0.9813721,-13.812387817947227,-0.5390114925698426,-12.51526,0.99991775,-13.324236,0.1492013,0.03390811,0.13156381,0.14366181,0.026751428088435784,-13.391674,0.07479801401495934,5,0.025629055,0.033908106,0.0,0.0012006039905827492,0.42580537679871533,0.08309299,0.28624052,100,0.0327946699981112,0.16075058610890425,100,100,0.036216732,-0.04728745465717115,0.0,100.0,-13.386582441148512,0.09688938706340851,0.11418941,0.9776698360781559,-0.011612732886214894,148500,-12.518192,1.9345447e-05,2,-4.534274441962869,-13.352158,0.23059063,0.033321,0.035947956,1485,0.15543391766060552,12.529516,3.6742436e-05,-12.651222,0.11132017,-1.0575652800523208,-12.960777064349797,-0.026999237080567107,595,-12.592917,0.002554666,59500,0.0024779170053079724,-13.386582441148512,-4.7287454657171155,-0.46950352,177.6425494895666,-12.646092,0.4513580799975898,-4.7287454657171155,100,-5.011896129143786,-0.6698086961027437,0.033321,0.0023631019867025316,296,0.5649923869932536,0.005683787679806318,-0.13386582441148512,-12.255151,100.0
59700,-0.49239132,-13.179143124140683,-0.6416946038556843,-12.403323,0.99967664,-13.193798,0.18154924,4.789295,0.11304497,0.17993014,0.02983482917401808,-13.282153,0.07329459697939456,5,-0.0055745076,4.789294,0.0,0.0011065730068366975,0.16511354402208678,0.072020166,0.28719828,100,0.03314637299627066,0.14320776735358715,100,100,26.544397,-0.03339115872872539,0.0,100.0,-13.014029580118596,0.06678089578678302,152.57605,0.6696714426533326,-0.005601222812286582,149000,-12.411036,0.0002974988,2,-3.149321350280863,-13.261719,2.1869848,4.783143,26.577526,1490,0.22724103034435786,12.387031,5.863043e-05,-12.5714,152.76665,-0.31020869635607273,-12.84891603609651,-0.010011937926821101,597,-12.17496,0.0063358094,59700,0.0024727310228627175,-13.014029580118596,-3.339115872872538,-0.41588882,178.21787776661222,-12.563512,0.45909904802101664,-3.339115872872538,100,-3.7671434167403532,-0.44624458422114743,4.783143,0.0022434590209741145,297,0.5713627810473554,0.0023176858642438057,-0.13014029580118597,-0.05115504,100.0
59900,-0.8694128,-13.20441508580978,-0.5582555991969096,-12.303188,0.99956274,-15.508395,0.45042408,0.047140244,0.17825355,0.46499422,0.023859501130372142,-14.949079,0.0743290210084524,5,0.04468251,0.04714024,0.0,0.0010535230103414506,0.47902388744921787,0.068768494,0.99733704,100,0.03337491300771944,0.15683168338316555,100,100,0.07252591,-0.04475225826404894,0.0,100.0,-12.725391198360562,0.0787193197386307,0.31319472,1.0,-0.005250258327193988,149500,-12.282064,1.5017804e-06,2,-4.354700256035791,-15.033306,0.5408934,0.045155838,0.07841811,1495,0.18800465978266762,12.31481,1.1103144e-05,-12.478835,0.3128351,-0.7784424168860099,-12.246367310911344,-0.028447271112782554,599,-12.621582,0.005778524,59900,0.002491031977115199,-12.725391198360562,-4.475225826404895,-0.24256697,178.78741160756908,-12.477264,0.4521689819812309,-4.475225826404895,100,-4.845940617384232,-0.9109895020892234,0.045155846,0.0022571040026377887,298,0.5656745749874972,0.005136723468598618,-0.1272539119836056,-12.284657,100.0
60100,-0.89100194,-13.905999015353254,-0.47418150703244505,-12.438033,0.99936616,-15.6365185,0.62318826,0.035293378,0.3176294,0.65118253,0.019809529839322826,-15.25274,0.07516601702081971,5,0.059374817,0.035293374,0.0,0.0011345660022925586,0.4095535328444688,0.07168134,0.9983553,100,0.03454474700265564,0.1628248590378896,100,100,0.04651767,-0.05249107316566646,0.0,100.0,-13.496445482508786,0.07549166209029624,0.1883229,1.0,-0.012547762826330494,150000,-12.444055,2.0780499e-07,2,-5.122023416829317,-15.363566,0.66269314,0.03352446,0.05056308,1500,0.157888065448773,12.493583,8.077384e-05,-12.724034,0.20728971,-0.4432191257137169,-13.086891949664317,-0.031428719920143317,601,-12.808861,0.004728554,60100,0.002485948003595695,-13.496445482508786,-5.249107316566645,-0.99311066,179.3776682066091,-12.727367,0.47051875400939025,-5.249107316566645,100,-5.5558181680911565,-0.8667389732883385,0.03352446,0.002473176020430401,299,0.5863232080591843,0.004465993842651213,-0.13496445482508787,-12.30479,100.0
60300,-0.09694552,-15.778577519302512,-0.4313865762917089,-12.352719,0.9984374,-13.899317,0.27153316,0.04731057,0.21226195,0.30498254,0.021046227475885835,-13.831529,0.07699111397960223,5,0.039265867,0.04731057,0.0,0.0011272620176896453,0.06840284993247447,0.07576423,0.99144274,100,0.03322135700727813,0.15445428916226112,100,100,0.08220949,-0.07398439354496847,0.0,100.0,-15.710174669370037,0.08206146668595486,0.2793602,1.0,-0.00946193203072048,150500,-12.371505,3.3842298e-05,2,-7.220710162073143,-14.029537,0.32152826,0.046859458,0.08301249,1505,0.15233319539146134,12.359876,9.6132644e-05,-12.516136,0.26511437,-0.4487392941722179,-15.641771819437563,-0.06695130679179612,603,-12.63231,0.0075532026,60300,0.00209017499582842,-15.710174669370037,-7.398439354496847,-0.9654462,179.97874907861114,-12.521115,0.4816800609987695,-7.398439354496847,100,-7.602882612279293,-0.6189895434727051,0.046859458,0.0018668639822863042,300,0.5969768329814542,0.005154579632845347,-0.15710174669370042,-12.30603,100.0
60500,-0.87534463,-14.942397163229986,-1.0481824441668315,-12.404617,0.99999577,-15.261118,0.46149513,0.016500799,0.17631361,0.46632886,0.05573132395694479,-15.119387,0.08250079498975538,5,0.0523343,0.016500799,0.0,0.0011366140097379684,0.5722559830130436,0.088238545,0.9980918,100,0.033147597016068175,0.16115760866140014,100,100,0.019652683,-0.07497828871971156,0.0,100.0,-14.370141180216942,0.08903995636897957,0.06900833,1.0,-0.009150976009944137,151000,-12.386634,3.897094e-06,2,-7.13239618274316,-15.164748,0.48755616,0.017972406,0.018188925,1510,0.3158867679725246,12.461592,6.011478e-07,-12.601958,0.07194655,-0.6453727075586321,-13.797885197203898,-0.022453468266228606,605,-12.670883,0.00694755,60500,0.0025600520020816475,-14.370141180216942,-7.497828871971154,-0.20352942,180.59513655063347,-12.600605,0.4912218269892037,-7.497828871971154,100,-8.026728042191133,-0.9660036732443847,0.017972408,0.0022142450034152716,301,0.6127811300102621,0.0037646456737721683,-0.14370141180216942,-12.27353,100.0
60700,-0.12725332,-16.286178286887115,-0.8833892880893139,-12.2920475,0.99998885,-13.470923,0.22772564,0.09190767,0.1603778,0.23580892,0.046073266681747244,-13.338347,0.08836685301503167,5,0.01354245,0.09190768,0.0,0.0012003729934804142,1.4753076673999095,0.0645115,0.52021205,100,0.03467842302052304,0.15894048203845343,100,100,0.08474041,-0.0850237869228848,0.0,100.0,-14.810870619487204,0.0805155595162195,0.33536524,1.0,-0.008338668255010015,151500,-12.283408,4.195614e-05,2,-8.201742957532995,-13.409598,0.24743836,0.08950554,0.08338118,1515,0.33826426189756875,12.340727,0.0011314509,-12.432108,0.34401712,-0.6929430178929644,-13.335562952087296,-0.027985382993909597,607,-12.703087,0.0049917344,60700,0.002560355991590768,-14.810870619487204,-8.502378692288481,-0.5249144,181.2028718056099,-12.438709,0.47472732298774645,-8.502378692288481,100,-8.990432583564239,-0.4313290804323355,0.08950555,0.0022759329876862466,302,0.6038092609960586,0.009379900807644193,-0.14810870619487207,-12.388218,100.0
60900,-0.97629744,-13.875726385447274,-0.5198912024716307,-12.31781,0.9991671,-14.996105,0.5708449,0.055526633,0.18789977,0.56875294,0.022835199500681132,-14.856854,0.07863868999993429,5,0.052332498,0.055526637,0.0,0.0011447800206951797,0.17579352731955833,0.07621394,0.99751717,100,0.03481740001006983,0.15718598746359927,100,100,0.10290632,-0.0678167246149649,0.0,100.0,-13.699932858127717,0.07463862862305318,0.4616005,0.8728188858704979,-0.007926773188041492,152000,-12.324168,0.00018877622,2,-6.663902200095248,-14.822801,0.56131464,0.05639879,0.102927774,1520,0.13846288397184306,12.411336,4.1919084e-05,-12.568628,0.46973526,-0.4751971172610188,-13.524139330808158,-0.027273780072845113,609,-12.732052,0.0024757585,60900,0.0025361170119140297,-13.699932858127717,-6.781672461496491,-0.2443958,181.7936266126344,-12.567207,0.4676451580016874,-6.781672461496491,100,-7.046784501131644,-1.0,0.056398798,0.0020230129885021597,303,0.5868051580328029,0.004888808807251635,-0.13699932858127717,-12.234188,100.0
61100,-0.9580192,-12.684364589090936,-0.2889189136971869,-12.292259,0.78576905,-13.435588,0.2788048,0.09119817,0.22355114,0.27746516,0.012726717007149111,-13.488887,0.07783008701517247,5,0.046879638,0.09119816,0.0,0.0011898530065082014,0.002816966009718591,0.06736162,0.9999947,100,0.03731473398511298,0.1543728053745458,100,100,0.10875645,-0.06251206532652528,0.0,100.0,-12.681547623081219,0.09163462494590666,0.5236624,1.0,-0.004210302353092192,152500,-12.2970705,0.000109010856,2,-6.155002465133614,-13.437117,0.30762053,0.08410589,0.114793934,1525,0.08377185099623423,12.484854,0.00032746413,-12.4811125,0.55802715,-1.0135726017017501,-12.6787306570715,-0.04496791076536593,611,-12.7215,0.0021138312,61100,0.0025458460149820894,-12.681547623081219,-6.251206532652529,-0.6654962,182.39006577062537,-12.491594,0.47128367898403667,-6.251206532652529,100,-6.386060221842118,-0.3479447954868877,0.084105864,0.0022059539915062487,304,0.5923701529973187,0.009431549995130569,-0.12681547623081219,-12.27632,100.0
61300,-0.62209034,-12.97427727212288,-0.23787405320524407,-12.434292,0.95614135,-12.999944,0.082056366,0.02974503,0.1013922,0.075934775,0.011063237124773488,-12.755282,0.07643747699330561,5,0.013024386,0.029745026,0.0,0.001118317013606429,0.18539031572625042,0.06426751,0.2901938,100,0.0333215210121125,0.1541289014154847,100,100,0.037038215,-0.02022808707481888,0.0,100.0,-12.78888695639663,0.06946832608879891,0.18493389,1.0,-0.0033025797699789746,153000,-12.426365,1.7647857e-05,2,-1.9467600984036886,-12.740011,0.19335882,0.028163321,0.0403437,1530,0.08207182243332137,12.422528,0.00010004273,-12.566366,0.20011906,-0.4228294269849144,-12.603496640670379,-0.013958062567301947,613,-12.610779,0.004638052,61300,0.0025241429975721985,-12.78888695639663,-2.022808707481888,-0.29553947,182.9601035346859,-12.570649,0.4506015360238962,-2.022808707481888,100,-2.172410093989259,-0.9931652705505796,0.028163325,0.002168375998735428,305,0.5661713700392283,0.0013253037634990972,-0.12788886956396628,-12.302341,100.0
61500,-0.9924304,-13.471913859371153,-0.19203513278867934,-12.584833,0.95819485,-15.435816,0.4758543,0.02069706,0.18267089,0.49799663,0.011265637068823943,-15.397235,0.07424139298382215,5,0.042916723,0.020697057,0.0,0.0010720340069383383,0.3702067176481476,0.07067661,0.9979984,100,0.0323220870050136,0.16004855667190865,100,100,0.023652848,-0.0402429037766257,0.0,100.0,-13.101707141723004,0.08394788852169421,0.09092027,1.0,-0.005511849433210988,153500,-12.589677,3.697403e-05,2,-3.902267139156034,-15.525598,0.50584584,0.02115133,0.022039426,1535,0.06673938803768412,12.609719,2.0191692e-06,-12.78163,0.07959425,-0.8416147737015554,-12.731500424074857,-0.013372442816096657,615,-12.769215,0.0011408377,61500,0.0022521979990415275,-13.101707141723004,-4.02429037766257,-0.22297208,183.53426839166787,-12.783926,0.4578911699936725,-4.02429037766257,100,-4.0928582930775335,-0.9436563905198125,0.021151328,0.002445110003463924,306,0.5702239919919521,0.005652876489334038,-0.13101707141723004,-12.406191,100.0
61700,-0.70345706,-12.89074566063041,-0.939993325611281,-12.367459,0.999993,-13.240992,0.1889691,0.035926044,0.15057108,0.19469585,0.04730740814930411,-13.263437,0.08025307999923825,5,-0.008890895,0.035926044,0.0,0.001313920976826921,0.28687569601346397,0.07631043,0.32702968,100,0.03657849002047442,0.16306543786622255,100,100,0.055070613,-0.018497269015417296,0.0,100.0,-12.603869964616946,0.06562155153746775,0.26464808,1.0,-0.014441708737618478,154000,-12.35831,3.274181e-05,2,-1.5295959100985295,-13.303502,0.22889185,0.037472405,0.053003736,1540,0.32837240960769737,12.40159,0.00011603063,-12.536335,0.26156044,-0.38595959328959445,-12.316994268603482,-0.008873515000031576,617,-12.642576,0.0065461956,61700,0.0024876090174075216,-12.603869964616946,-1.8497269015417295,-0.48166957,184.1365291166585,-12.532216,0.47564219098421745,-1.8497269015417295,100,-2.4576580540344555,-1.0,0.03747241,0.002255565981613472,307,0.598530856979778,0.006078316403420559,-0.12603869964616946,-12.2530985,100.0
61900,-0.68321276,-13.038577940632603,-0.9481039362861657,-12.355224,0.9999961,-14.73152,0.44262543,0.03459569,0.17879815,0.4558706,0.07162011923323537,-14.989325,0.07508882798720151,5,0.048330083,0.034595683,0.0,0.0011111829953733832,0.5230878303043589,0.09434299,0.99780536,100,0.033020369010046124,0.15689008207915855,100,100,0.05874481,-0.05097505760315623,0.0,100.0,-12.515490110328244,0.06150233092271345,0.21290143,1.0,-0.006383795651694103,154500,-12.369012,1.453096e-06,2,-4.810338264945524,-15.055156,0.41428965,0.03786636,0.05480146,1545,0.1923960200580194,12.384136,3.3886696e-05,-12.56015,0.21420328,-0.3825032550856907,-11.992402280023885,-0.03584747086341945,619,-12.636923,0.009980192,61900,0.0024409159959759563,-12.515490110328244,-5.097505760315624,-0.1994178,184.72847932463628,-12.550404,0.4752261450048536,-5.097505760315624,100,-5.304321913539797,-0.9327527569370649,0.03786636,0.0017502880073152483,308,0.5886377290007658,0.003975502183995233,-0.1251549011032824,-12.315534,100.0
62100,-0.9812251,-14.712618553847099,-0.577047802023135,-12.415238,0.9993374,-14.736079,0.43601835,4.8499413,0.19469115,0.40650216,0.026113695441310973,-15.005771,0.07761814197874628,5,-0.006359266,4.8499413,0.0,0.0010610030149109662,0.10086420022981901,0.061938517,0.9479142,100,0.034454773005563766,0.15164925062268178,100,100,26.84071,-0.056312822529094586,0.0,100.0,-14.611754353617279,0.07142024815944022,154.2993,0.8202154910385342,-0.01479291048271073,155000,-12.428854,1.7527873e-07,2,-5.450435960688659,-14.834941,2.228797,4.8567815,26.788399,1550,0.2101911216555792,12.421057,2.9960802e-06,-12.604854,154.0012,-0.36896593357230434,-14.51089015338746,-0.03680140754799214,621,-12.338141,0.0028347212,62100,0.002508361008949578,-14.611754353617279,-5.631282252909458,-0.24440534,185.3072375897027,-12.601703,0.4575250549823977,-5.631282252909458,100,-6.035081033273759,-0.3935149960207898,4.8567815,0.0022433090198319405,309,0.5754106430104002,0.0022404844418707557,-0.1461175435361728,-0.121964805,100.0
62300,-0.98765385,-13.519398164700412,-0.2735700451072409,-12.495078,0.9631481,-13.002496,0.076547734,0.016066995,0.12409806,0.072290696,0.014183288613141113,-12.822567,0.07565216202056035,5,-0.0126804095,0.01606699,0.0,0.0011418770009186119,0.16281088957143375,0.06984012,0.5695545,100,0.03456808999180794,0.15324506066686874,100,100,0.021392826,-0.032649084706028814,0.0,100.0,-13.356587275128978,0.06721208133826977,0.10044995,1.0,-0.00907655611658337,155500,-12.497974,2.2728273e-05,2,-3.1820843788956035,-12.804975,0.14437121,0.015675938,0.022436624,1555,0.06862756589492715,12.450032,3.5640915e-05,-12.609382,0.10377094,-0.31836296411512244,-13.193776385557545,-0.031276113895620204,623,-12.609674,0.0022666068,62300,0.0024957690038718283,-13.356587275128978,-3.2649084706028817,-0.22326428,185.87920979369665,-12.609636,0.4520132449979428,-3.2649084706028817,100,-3.380524077744435,-0.7970897294409313,0.01567594,0.0022478949977084994,310,0.56811903801281,0.002144259071125311,-0.13356587275128975,-12.381669,100.0
62500,-0.99272275,-12.642494618958688,-0.5091061858576356,-12.342487,0.9992375,-13.239398,0.11614846,0.04173917,0.09476755,0.10804919,0.023765018897049395,-12.87889,0.07307741700788029,5,-0.004125654,0.041739166,0.0,0.001115850027417764,0.06147643338820963,0.07957403,0.23945159,100,0.033258525014389306,0.1465554404002809,100,100,0.045404274,-0.03276906438412957,0.0,100.0,-12.581018185570478,0.06408164740957657,0.1551902,0.8279317048629165,-0.008378736260492957,156000,-12.351762,0.00071686885,2,-3.091762689054097,-12.849309,0.15953678,0.0416874,0.043561053,1560,0.17404915874774027,12.401806,0.00014320204,-12.501966,0.13536787,-0.30854810201070837,-12.519541752182269,-0.027213229504716212,625,-12.66435,0.0033832616,62500,0.0025031640252564102,-12.581018185570478,-3.2769064384129565,-0.26094985,186.44801608475973,-12.5047035,0.4534030439972412,-3.2769064384129565,100,-3.598285314013969,-0.3546303037038819,0.0416874,0.0022692350030411035,311,0.565627235075226,0.006007835421485767,-0.12581018185570478,-12.3726,100.0
62700,-0.89814967,-13.231072439555643,-0.8415542024294483,-12.183816,0.99997663,-12.909849,0.098716386,0.07169974,0.15151873,0.094354555,0.04547400066515739,-12.577273,0.07218464801553637,5,-0.0006613899,0.07169975,0.0,0.0011999700218439102,0.14162354227799678,0.08334252,0.77896255,100,0.033573841996258125,0.13517453301868568,100,100,0.06513374,-0.039468453192790236,0.0,100.0,-13.089448897277645,0.06760959669508482,0.30173177,0.7090849740022539,-0.00020831607784297233,156500,-12.197499,0.00363343,2,-3.6373441832115807,-12.564644,0.13982739,0.07144053,0.06529389,1565,0.3169202176898573,12.187183,0.0023662453,-12.329906,0.30418837,-0.3887641468314701,-12.94782535499965,-0.0354179383557629,627,-12.566362,0.005760991,62700,0.0018515349947847426,-13.089448897277645,-3.9468453192790243,-0.34929535,187.02758838274167,-12.328233,0.46537752798758447,-3.9468453192790243,100,-4.458193999546775,-0.3489782330935073,0.07144055,0.0017709590028971434,312,0.5759584820189048,0.0033548694138637,-0.13089448897277645,-12.306723,100.0
