trainer/Log Pis Min,evaluation/Actions Mean,exploration/Rewards Mean,trainer/Policy log std Mean,evaluation/Returns Min,exploration/path length Mean,exploration/Average Returns,evaluation/Num Paths,exploration/path length Max,trainer/Q2 Predictions Max,exploration/path length Min,time/data storing (s),trainer/Policy log std Max,exploration/Num Paths,trainer/Policy Loss,trainer/Policy mu Mean,exploration/Rewards Max,evaluation/Rewards Min,exploration/path length Std,trainer/Q1 Predictions Max,exploration/Actions Std,trainer/Q Targets Std,exploration/num steps total,trainer/Q Targets Min,trainer/Policy mu Std,exploration/Rewards Std,exploration/Returns Max,evaluation/path length Std,trainer/Log Pis Max,evaluation/path length Mean,evaluation/Actions Std,evaluation/Returns Max,Epoch,exploration/Actions Mean,trainer/Q Targets Max,time/epoch (s),exploration/Rewards Min,trainer/Log Pis Mean,trainer/Log Pis Std,time/training (s),trainer/Policy log std Min,trainer/QF2 Loss,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,time/exploration sampling (s),trainer/QF1 Loss,exploration/Returns Mean,evaluation/Actions Max,evaluation/Returns Std,exploration/Actions Max,trainer/Policy mu Max,exploration/Actions Min,evaluation/Rewards Mean,trainer/Policy mu Min,evaluation/Returns Mean,trainer/Alpha,evaluation/Average Returns,trainer/Q1 Predictions Std,time/total (s),evaluation/Rewards Max,trainer/Q1 Predictions Mean,evaluation/Actions Min,exploration/Returns Min,trainer/Q1 Predictions Min,trainer/Q2 Predictions Min,trainer/Q Targets Mean,evaluation/num steps total,time/saving (s),evaluation/path length Max,trainer/Policy log std Std,time/logging (s),evaluation/path length Min,evaluation/Rewards Std,replay_buffer/size,evaluation/num paths total,exploration/Returns Std,time/evaluation sampling (s),trainer/Alpha Loss,exploration/num paths total
-1.6611543,0.03685406,-0.40522075933643503,-1.8288571,-59.63858324263963,100.0,-40.52207593364351,15,100,-14.822881,100,0.003230694004741963,-0.36748904,5,17.073376,0.05791667,-0.0036699142229054795,-10.512207205615358,0.0,-14.783186,0.26685697,3.771158,12700,-44.316914,0.65861726,1.0851474395871172,-20.301589023311223,0.0,5.902273,100.0,0.20443118,-9.374167870223546,24,0.04505955,-14.953755,2.563095997000346,-9.228672114562167,1.442675,1.2036368,2.0542248759957147,-2.0,0.51812667,-15.920714,3.273857,0.1534279429979506,0.5238252,-40.52207593364351,0.9963153,17.40671711515838,0.9977797,3.3821735,-0.59277683,-0.33767138657556134,-1.59497,-33.76713865755612,0.05130253732204437,-33.76713865755612,3.251606,64.72057678704732,-0.05561331088552033,-15.922113,-0.9783953,-63.338983126706935,-38.49136,-38.471043,-16.2859,37500,0.001870230000349693,100,0.28941807,0.0049280660023214296,100,1.1835325073781218,12700,375,17.37408385280177,0.3454141879992676,-1.6551624536514282,127
-2.7003784,0.035669707,-0.4224488681292124,-1.8195724,-58.60077035350994,100.0,-42.24488681292122,15,100,-14.499537,100,0.002907524998590816,-0.50280267,5,17.859455,0.10196838,-0.014788140921715542,-10.506972139218338,0.0,-14.506453,0.27391338,7.838762,13200,-65.98316,0.77805734,1.1348582007794195,-26.56033109969588,0.0,5.713495,100.0,0.1948455,-6.647112357781196,25,0.034922533,-0.4643993,2.5772628969862126,-10.115609181747264,1.5506682,1.4404768,2.065680608000548,-2.0,4.5950065,-16.86825,7.4486446,0.15369698299764423,4.651869,-42.24488681292122,0.99794245,17.956209113721446,0.99885774,3.2823052,-0.93355894,-0.2796545985845111,-2.8732255,-27.9654598584511,0.04694708436727524,-27.9654598584511,7.435048,67.30224752703361,-0.04662209880313527,-16.87751,-0.9891273,-68.93182017701575,-64.57841,-64.74291,-16.857092,39000,0.0019948560002376325,100,0.34416607,0.00443540999549441,100,1.0986089824018188,13200,390,16.708867028479677,0.3485475149936974,-1.3743075132369995,132
-3.6711864,0.031571206,-0.2825816029171998,-1.8526562,-50.272799555449666,100.0,-28.25816029171998,15,100,-14.387577,100,0.002987098996527493,-0.51384056,5,17.939295,0.12238447,-0.0063656891093533,-8.518538093396145,0.0,-14.389383,0.23562957,8.35134,13700,-61.99521,0.7945472,0.6368642657317838,-17.74252951308826,0.0,7.331223,100.0,0.18123335,-11.531552134214065,26,0.012099363,-0.2601118,2.564236100006383,-6.620693283327125,1.4142554,1.6629716,2.048238034003589,-2.0,4.1915264,-16.942919,8.1313715,0.15915247700468171,4.2059674,-28.25816029171998,0.99767137,12.483390099330483,0.99897814,3.299131,-0.98176897,-0.27884070080532036,-2.189468,-27.884070080532044,0.04330693930387497,-27.884070080532044,8.080705,69.87081955904432,-0.05002837696549205,-16.93599,-0.99290895,-43.305466721819364,-62.077274,-62.484554,-16.665144,40500,0.0015937749994918704,100,0.33616886,0.005150649005372543,100,0.9043255265364114,13700,405,10.536753832758121,0.34711406599672046,-1.8387665748596191,137
-1.4049965,0.032484826,-0.432993312852488,-1.7980716,-59.00827057722889,100.0,-43.29933128524881,15,100,-14.0848465,100,0.003179123996233102,-0.44683334,5,18.271898,0.2514946,-0.005958879996794009,-10.777719583341302,0.0,-14.091916,0.27512336,7.7268744,14200,-60.66606,0.897587,1.2000815030730403,-22.766660815025386,0.0,7.054486,100.0,0.19459622,-2.71629538123028,27,0.04619093,-0.045756914,2.7310680899900035,-11.036067890107056,1.9651226,1.5443673,2.1977186199947027,-2.0,2.1113596,-16.781221,7.662279,0.16263877900200896,2.108766,-43.29933128524881,0.99822253,17.98618289404089,0.99907976,3.406681,-0.88444436,-0.20426833232532898,-1.776352,-20.426833232532893,0.0394279845058918,-20.426833232532893,7.6335115,72.60637995403522,-0.01612647650269515,-16.775715,-0.9882327,-72.41537067037677,-60.253384,-60.54207,-16.771526,42000,0.002636462995724287,100,0.3840143,0.0057713470014277846,100,1.0139062235995326,14200,420,16.371690738608013,0.3591237569999066,-0.11276259273290634,142
-2.9314342,0.031186732,-0.518258716543279,-1.8486116,-52.07961152397073,100.0,-51.82587165432791,15,100,-13.967823,100,0.0031906000003800727,-0.42205042,5,17.613155,0.2227347,-0.009461962239004428,-10.088976880729248,0.0,-13.950631,0.28088441,7.188257,14700,-62.56648,0.82738084,1.368477255074026,-41.66797245402506,0.0,7.9615035,100.0,0.18091051,-6.523427439303673,28,0.055132464,-0.10751171,2.7660513410010026,-9.370919886509775,1.7166739,1.5658512,2.21977525800321,-2.0,17.077768,-16.308958,7.382194,0.16330893999838736,17.45765,-51.82587165432791,0.9982727,13.581326467073579,0.9993136,3.3165429,-0.5052533,-0.21052428087178665,-2.4605286,-21.05242808717867,0.03594965115189552,-21.05242808717867,7.3518,75.37790404702537,-0.025055021347511537,-16.309101,-0.9882424,-62.731147552801254,-62.96031,-63.27409,-15.670485,43500,0.0020398880005814135,100,0.34859765,0.004801989998668432,100,0.8521879116891489,14700,435,8.656957783516026,0.3729346649997751,-0.942181408405304,147
-1.8763032,0.032609362,-0.32102940977116734,-1.8928586,-56.305830344189076,100.0,-32.102940977116745,15,100,-13.576293,100,0.002960445999633521,-0.36498934,5,16.776423,0.111281745,-0.005291079089726743,-11.006668319403882,0.0,-13.557163,0.25617573,6.742983,15200,-58.47338,0.76148766,0.8661248345156288,-19.271287408279182,0.0,6.8121862,100.0,0.19051845,-4.984708129890865,29,0.01501568,-0.3215126,2.568470090991468,-9.885222474559562,1.6326174,1.3826113,2.0556684149996727,-2.0,1.8573852,-15.549456,6.645916,0.15511228000104893,1.8687855,-32.102940977116745,0.9992914,15.059722171541255,0.99863315,3.5145981,-0.9906031,-0.24233126414794615,-2.462735,-24.233126414794604,0.032626666128635406,-24.233126414794604,6.6846867,77.95143779902719,-0.04820182372701356,-15.558878,-0.9884724,-63.2224448888843,-59.558884,-59.047478,-15.516814,45000,0.0020767570022144355,100,0.2917145,0.004878866995568387,100,0.9965921254838814,15200,450,16.13565006585803,0.3477733259933302,-1.2573349475860596,152
-3.152779,0.033123884,-0.4463457855954615,-1.8120914,-52.27875152450087,100.0,-44.63457855954614,15,100,-13.4870205,100,0.0030401420008274727,-0.49538857,5,18.465816,0.20304519,-0.007200875974567013,-9.832549213532145,0.0,-13.465478,0.26760244,10.347542,15700,-79.74259,0.9995619,1.2060322908153271,-20.701726662002724,0.0,8.200156,100.0,0.18594089,-5.522184390091581,30,0.034217134,-0.08433155,2.5694162099825917,-8.95107485892908,2.0763106,1.8771806,2.0478012659950764,-2.0,3.988931,-17.304543,10.334189,0.15754947499954142,3.95767,-44.63457855954614,0.9991259,15.566047736005647,0.9993712,3.9421856,-0.9935745,-0.2293368085324042,-2.879212,-22.933680853240414,0.029777368530631065,-22.933680853240414,10.329192,80.52550814501592,-0.0038523561507408325,-17.295183,-0.99289906,-58.96606196146559,-83.5232,-83.59524,-16.930794,46500,0.002005760994507,100,0.39752266,0.004786280995176639,100,0.9800370214388994,15700,465,12.80808455775252,0.35423328499746276,0.26814693212509155,157
-3.4072511,0.036305618,-0.3310992830618063,-1.8223758,-56.484285491840495,100.0,-33.109928306180635,15,100,-13.237091,100,0.003072563005844131,-0.38144147,5,18.401474,0.1648347,-0.017365234029329504,-10.133212265749501,0.0,-13.219922,0.25251305,11.125776,16200,-72.69026,1.0451012,0.8743334900639029,-15.534145604502212,0.0,9.50857,100.0,0.19705743,-3.8838187633746806,31,0.029931754,-13.184816,2.5748712360073114,-8.554587744491446,2.0659266,2.1398914,2.061754121998092,-2.0,0.2765164,-17.342083,11.101113,0.15584873899933882,0.33280602,-33.109928306180635,0.9994575,16.025835181584426,0.9998834,3.6719928,-0.8848378,-0.24533692358145023,-2.8496408,-24.53369235814503,0.02711554989218712,-24.53369235814503,11.069193,83.10505884901795,-0.025845078707071343,-17.331463,-0.99469,-52.26475877735243,-70.26949,-71.15425,-17.408514,48000,0.001999565000005532,100,0.4064937,0.004723455997009296,100,1.0588566406169644,16200,480,14.57019857750417,0.34747279100702144,0.23782852292060852,162
-2.2111778,0.029664703,-0.4154582082001958,-1.9170479,-59.50964571288697,100.0,-41.54582082001959,15,100,-12.948067,100,0.0030246620008256286,-0.53647876,5,16.48238,0.10264789,-0.004129936181851077,-10.16143617753096,0.0,-12.943829,0.26530012,8.235634,16700,-69.16053,0.76907146,1.1432507105343612,-21.36541870195768,0.0,10.445416,100.0,0.1868728,-4.758669067169444,32,0.02633604,-1.3484604,2.591297188999306,-8.960741700545142,1.9332986,1.7520893,2.0562064679979812,-2.0,1.9696776,-14.957958,8.00441,0.1563050589975319,1.976201,-41.54582082001959,0.9993955,16.11237938172653,0.99988735,3.4803154,-0.993831,-0.23849893830335267,-1.5209668,-23.849893830335265,0.024674048647284508,-23.849893830335265,7.9721217,85.70100687400554,-0.03562368019347961,-14.961865,-0.9933943,-60.60658202704434,-66.719894,-67.18028,-15.011803,49500,0.0020228099965606816,100,0.25424862,0.004532811006356496,100,0.9913828874258949,16700,495,16.22816744537176,0.36920537900005,-0.246918186545372,167
-2.3529198,0.03127706,-0.5226444164271192,-1.9010042,-63.26963874627346,100.0,-52.26444164271193,15,100,-12.557591,100,0.0030576189965358935,-0.63308215,5,15.544073,0.08604885,-0.011469038454435945,-9.814066956107235,0.0,-12.546989,0.28366607,6.1891336,17200,-66.31454,0.74924517,1.3769044285159162,-30.814585264026856,0.0,7.630801,100.0,0.20592092,-12.586492724041001,33,0.055225566,-0.44803724,2.6140789040000527,-10.996265936669,1.6683555,1.357625,2.1076298000043607,-2.0,1.7431308,-14.208831,6.0060544,0.15259790599520784,1.7233859,-52.26444164271193,0.9991364,17.567650088975494,0.9995794,3.7365408,-0.799307,-0.3920350903797096,-1.6585728,-39.20350903797097,0.022407349199056625,-39.20350903797097,6.0063043,88.31927360601549,-0.11505368389790248,-14.213095,-0.9944066,-72.46195874358867,-65.65286,-65.83255,-14.360296,51000,0.0019199590024072677,100,0.2693919,0.004880127999058459,100,1.2153685890926231,17200,510,15.220211051555811,0.3439934920024825,-1.2596125602722168,172
-5.1190224,0.037196107,-0.3319689979181998,-1.838411,-63.8362478303864,100.0,-33.19689979181997,15,100,-12.589233,100,0.0028728830002364703,-0.2764392,5,17.11608,0.105824746,-0.01430567090842195,-9.851990303569952,0.0,-12.614491,0.26719046,10.175526,17700,-67.256805,0.99043536,0.757580948659898,-22.681414074403644,0.0,9.276045,100.0,0.19271271,-15.3083596811421,34,0.025576634,-12.625484,2.5270364679890918,-6.927501744162179,1.7855844,2.142758,2.020935937995091,-2.0,0.12951967,-16.084335,10.121885,0.1539828419990954,0.124348864,-33.19689979181997,0.999534,15.310148193141536,0.99922395,4.1422124,-0.9987665,-0.3153925506020071,-2.4735687,-31.5392550602007,0.020483186468482018,-31.5392550602007,10.093601,90.85049158500624,-0.04613453788824468,-16.079,-0.9942674,-41.80346010756372,-66.12251,-66.52615,-16.218369,52500,0.001983548005227931,100,0.36284512,0.00480357699416345,100,1.028239110005611,17700,525,8.109090758922687,0.34245767999527743,-0.8336451649665833,177
-1.3333093,0.034526385,-0.46560465469826773,-1.9309391,-56.12936964524512,100.0,-46.56046546982678,15,100,-12.283027,100,0.0030163550036377273,0.0022498704,5,15.221138,0.13491942,-0.0066074257196559955,-10.633290574966978,0.0,-12.280157,0.28837046,8.05254,18200,-76.44519,0.7457458,1.372089138115207,-17.566935140436232,0.0,11.031307,100.0,0.19644506,-4.189778811477161,35,0.056827314,-0.13944821,2.7060524100015755,-11.548811930949562,1.727211,1.7348243,2.2003249539993703,-2.0,3.8876464,-13.775978,7.208419,0.1506898869993165,3.8915327,-46.56046546982678,0.9996579,15.508980231989273,0.999775,4.433293,-0.97171736,-0.25096935513875657,-2.4097552,-25.096935513875664,0.018807459622621536,-25.096935513875664,7.194743,93.5611641660289,-0.039229112457849685,-13.777256,-0.98366183,-72.7564465529713,-74.32414,-74.48186,-13.904706,54000,0.002161456002795603,100,0.28131527,0.005006906998460181,100,1.050052610985902,18200,540,19.934685844583957,0.3448528509979951,-1.0838876962661743,182
-3.8626566,0.03315469,-0.32986869895894233,-1.9025002,-54.923887013919895,100.0,-32.98686989589424,15,100,-12.226796,100,0.004059664002852514,-0.58158666,5,15.134195,0.18413174,-0.0037266264850848,-10.837911351762852,0.0,-12.193626,0.25039706,3.706236,18700,-37.30848,0.8133119,0.9274781224101964,-17.33422718117407,0.0,9.265259,100.0,0.19385186,-3.0706108023244925,36,0.024609577,-12.229131,2.999092471007316,-8.47340326749331,1.8946778,1.7727386,2.3013468729986926,-2.0,0.10365541,-13.568219,3.7141793,0.20733856200240552,0.108915016,-32.98686989589424,0.9990828,18.855079541030598,0.99951917,3.4802723,-0.96442217,-0.2635154575841257,-2.880566,-26.35154575841258,0.017396146431565285,-26.35154575841258,3.68644,96.56487194404326,-0.016026286562927945,-13.554352,-0.9926607,-56.61124941418643,-36.317734,-36.1588,-13.709589,55500,0.0026168930053245276,100,0.29688746,0.005827972003316972,100,1.142083977419,18700,555,17.668892380419706,0.4779025069947238,-0.42670369148254395,187
-2.4499826,0.027640635,-0.39659553806069525,-1.904433,-42.979133446700956,100.0,-39.65955380606953,15,100,-12.185603,100,0.003843377002340276,-0.47009224,5,15.714434,0.19824511,-0.011740722143112076,-9.175626406083044,0.0,-12.1551285,0.25825235,6.7140007,19200,-57.275684,0.8431051,1.1053466377381542,-19.349056718117485,0.0,8.241167,100.0,0.18772571,-5.209020899611422,37,0.041601203,-0.11389752,2.8103712809897843,-9.288551450970353,1.9053475,1.6153235,2.2274741609944613,-2.0,1.5369215,-14.222861,6.6284704,0.19162717599829193,1.5462605,-39.65955380606953,0.99982077,11.53919476218086,0.99961334,3.6633315,-0.98045635,-0.18906674199830437,-3.4470818,-18.906674199830434,0.016000624746084213,-18.906674199830434,6.5953965,99.3795391270396,-0.037934733069310854,-14.211944,-0.9940447,-61.099992373273025,-57.28057,-57.682514,-14.070362,57000,0.002441942000587005,100,0.29729804,0.004590871998516377,100,0.812659613020361,19200,570,15.080903966987512,0.3803937529955874,-0.39138829708099365,192
-2.2157836,0.029424548,-0.5076425912725601,-1.9067303,-52.55751754925468,100.0,-50.76425912725601,15,100,-11.959587,100,0.003762847001780756,-0.40293393,5,15.165882,0.16896772,-0.0033068413826173593,-9.563793278669326,0.0,-11.924823,0.29756847,5.553137,19700,-52.06071,0.8056979,1.4254807454835576,-32.47351516325763,0.0,7.257633,100.0,0.19382583,-1.124215562003306,38,0.061191864,-0.19061734,2.747176577002392,-10.099785351929981,1.8309494,1.5202777,2.2007847409986425,-2.0,1.5174164,-13.66823,5.325479,0.16554025799996452,1.4910018,-50.76425912725601,0.9996308,13.224428116919494,0.99977785,3.7933283,-0.9938509,-0.19268944518274383,-2.6434283,-19.26894451827438,0.014864416792988777,-19.26894451827438,5.3576403,102.13108300404565,-0.004389749364303053,-13.667501,-0.9840557,-65.06348441183147,-50.39727,-49.72394,-13.58872,58500,0.0020343950018286705,100,0.30910492,0.004785705998074263,100,0.9277937521752891,19700,585,12.352462124548714,0.3702686300021014,-0.7114726305007935,197
-3.2262385,0.02019504,-0.38876778771808884,-1.8832592,-47.98536349306944,100.0,-38.87677877180888,15,100,-11.845743,100,0.002986225998029113,-0.46799606,5,16.204496,0.1268053,-0.008625123135188675,-9.284906916880672,0.0,-11.852386,0.2648942,9.555837,20200,-74.44298,0.9623752,1.0429372974881765,-21.619211063273557,0.0,10.334276,100.0,0.17987996,-2.0447850285757534,39,0.035231836,-0.17612411,2.5500577299972065,-8.876851576184455,1.888999,2.067017,2.031060831999639,-2.0,2.8541558,-14.766932,9.282176,0.15635710600327002,2.8592548,-38.87677877180888,0.9994225,15.130819794672345,0.99984884,3.8317842,-0.9557649,-0.16969918620116342,-2.793229,-16.969918620116353,0.013721502386033535,-16.969918620116353,9.257737,104.68579798704741,-0.012265499670468851,-14.767626,-0.9954596,-59.154029081909655,-72.5061,-72.910484,-14.488098,60000,0.002008748000662308,100,0.3309119,0.00482842700148467,100,0.8649724132572144,20200,600,14.267602077854916,0.3528163909941213,-0.4760368764400482,202
-2.9509642,0.03356978,-0.27737537852385863,-1.938371,-48.18261898581898,100.0,-27.737537852385874,15,100,-11.495201,100,0.0032259190047625452,-0.4353795,5,14.584229,0.1854921,-0.009346739860922994,-9.420251962460085,0.0,-11.4932165,0.24300759,7.2921047,20700,-63.966125,0.7524533,0.6715903341501157,-15.542822443136908,0.0,10.398342,100.0,0.1938331,-2.467317854301609,40,0.0333014,-0.11389752,2.7453200690142694,-7.320028556442588,1.7961192,1.8766742,2.227174699000898,-2.0,1.4202842,-13.106229,7.0486636,0.1576578040039749,1.4031991,-27.737537852385874,0.9996015,15.282389017628217,0.99941474,3.9916053,-0.5347869,-0.21780449407145913,-1.8552017,-21.780449407145905,0.012867264449596405,-21.780449407145905,7.063036,107.43502461905882,-0.002877047629512286,-13.113871,-0.9865318,-41.26901674084463,-63.180466,-63.357746,-13.194088,61500,0.0019786000048043206,100,0.23530026,0.005442774003313389,100,1.020989736270339,20700,615,9.5021328447805,0.34984027299651643,-0.8874613046646118,207
-3.2860444,0.03066768,-0.3388079943132645,-1.8943585,-63.544549205348645,100.0,-33.880799431326444,15,100,-11.3284,100,0.004040663996420335,-0.13677782,5,15.044381,0.07417925,-0.007944393064885124,-11.371190868375608,0.0,-11.360321,0.2620756,6.822383,21200,-52.68048,1.0400624,0.9100683720525731,-16.688661178434522,0.0,11.834211,100.0,0.19850841,-6.294090955379876,41,0.026689744,-11.462029,2.6634987219949835,-8.289466234326005,2.0725431,2.147694,2.107454951998079,-2.0,0.49616468,-13.574039,6.7231174,0.1728113270000904,0.5128904,-33.880799431326444,0.9993538,14.423717957779472,0.9995387,4.820201,-0.99947256,-0.2442568771153831,-3.7704062,-24.425687711538316,0.011951705440878868,-24.425687711538316,6.7300196,110.10283250105567,-0.032714451041653235,-13.576578,-0.99652284,-48.40689988533502,-54.16717,-54.05614,-13.798806,63000,0.0020153220029897057,100,0.317921,0.004865206996328197,100,0.9662345834804866,21200,630,12.203077420205092,0.3723112500010757,0.3211291432380676,212
-2.9496322,0.012858992,-0.3935737722165714,-1.923852,-338.8142496771996,100.0,-39.35737722165713,15,100,-11.297006,100,0.0029862809969927184,-0.4083846,5,14.751281,0.16884983,-0.007222983088332453,-10.540763761152425,0.0,-11.309616,0.2703891,7.472446,21700,-50.506966,0.85688066,1.1570315151787889,-17.974946468459613,0.0,9.811787,100.0,0.27745628,-2.713324596747634,42,0.029500889,-0.07804573,2.532287655012624,-10.078756757009401,1.7393832,1.811728,2.0110084550033207,-2.0,2.6777298,-13.470917,7.29849,0.15868159100500634,2.6890736,-39.35737722165713,0.99927175,80.15031949719881,0.9997858,3.9143445,-0.9990899,-0.4612057522727666,-2.9543765,-46.12057522727662,0.011259160935878754,-46.12057522727662,7.285888,112.63941428008548,-0.02083469048904303,-13.465358,-0.9987757,-65.07571964679288,-50.00741,-49.474506,-13.287313,64500,0.0020244059996912256,100,0.2860929,0.004865430004429072,100,1.3471709673396943,21700,645,18.751458809141745,0.3527214920031838,-1.1692661046981812,217
-1.0628934,0.038791474,-0.3749602233338168,-1.9165769,-58.84970138727463,100.0,-37.496022333381674,15,100,-11.115359,100,0.003109220997430384,-0.40955326,5,14.122628,0.15048856,-0.007355657723254414,-10.452094735886632,0.0,-11.119785,0.26130483,4.5617833,22200,-44.538696,0.8554547,1.1298442767684627,-16.73358017792359,0.0,8.602774,100.0,0.21105264,-5.290660925226413,43,0.019149223,-11.103029,2.5617819509861874,-9.885962256534487,1.8882834,1.6284232,2.0471368500002427,-2.0,0.06212213,-12.430015,4.4769597,0.15697911299503176,0.061134346,-37.496022333381674,0.999896,16.53534709843573,0.9998545,3.811335,-0.99541044,-0.27907809873934747,-2.8233964,-27.907809873934752,0.010601416230201721,-27.907809873934752,4.472649,115.2055157600771,-0.02544090095943709,-12.432047,-0.9970026,-67.52001136943467,-43.600464,-43.331154,-12.558392,66000,0.0017592979929759167,100,0.28170294,0.0046235670015448704,100,1.1698201734901184,22200,660,23.232243326216068,0.3481739019989618,-0.5079296827316284,222
-2.9674048,0.03391585,-0.3040907882936592,-1.9223492,-50.38576227946623,100.0,-30.40907882936591,15,100,-10.906628,100,0.0029790199987473898,-0.3187072,5,13.767465,0.17967075,-0.007365420835300443,-9.1984039762351,0.0,-10.902362,0.25630143,5.0897155,22700,-44.30386,0.8246079,0.7686330330668025,-18.623960849428634,0.0,8.405894,100.0,0.18366726,-3.299349414838625,44,0.024576327,-0.1357422,2.5543584229963017,-7.371374006362849,1.806523,1.8734462,2.0336875790017075,-2.0,2.4668667,-12.210708,4.7103047,0.1586553779998212,2.4485512,-30.40907882936591,0.9993476,11.031833476934914,0.99994427,4.250887,-0.9899643,-0.173890471388204,-3.2525978,-17.3890471388204,0.009967545978724957,-17.3890471388204,4.742528,117.76434661407256,-0.021455006611050858,-12.203667,-0.92323184,-46.3020791152734,-43.55831,-43.38761,-12.2189245,67500,0.002064774998871144,100,0.27482235,0.004443835001438856,100,0.7881709499553304,22700,675,12.032761805400423,0.3525278359957156,-0.8915876746177673,227
-3.4114788,0.038782734,-0.4750548167679492,-1.9572371,-61.81159066948173,100.0,-47.50548167679492,15,100,-10.871064,100,0.0029551240004366264,-0.4017501,5,13.116581,0.102742255,-0.004535998150144884,-10.588541856920559,0.0,-10.847695,0.3081325,3.0487502,23200,-34.900616,0.6804428,1.1713909370818123,-25.056487773496254,0.0,7.56288,100.0,0.19925523,-7.536400670995355,45,0.019115306,-0.045756914,2.5569442699998035,-10.617917709448374,1.7315625,1.5152194,2.044947021000553,-2.0,1.2425853,-11.650751,2.756286,0.155736581000383,1.2371,-47.50548167679492,0.9991354,18.635527514927247,0.9997361,3.823192,-0.997853,-0.29820884402287495,-1.8485218,-29.82088440228749,0.009352156892418861,-29.82088440228749,2.7827277,120.32549870007642,-0.047256295795044666,-11.656167,-0.9973707,-74.1165520296883,-34.266624,-34.09785,-11.739188,69000,0.001982902998861391,100,0.21263978,0.004735517002700362,100,1.157096544853067,23200,690,20.72901955440256,0.3465871239968692,-1.2541273832321167,232
-2.9929612,0.028292147,-0.28105944787563686,-1.9351463,-46.097254183056215,100.0,-28.10594478756368,15,100,-10.706067,100,0.0030590579990530387,-0.58295244,5,13.626344,0.24729505,-0.017463887548148,-9.260544800443173,0.0,-10.714161,0.25889343,4.5416956,23700,-47.175186,0.819597,0.638126535499391,-23.199666362833444,0.0,11.3600645,100.0,0.18190838,-2.1001873922291856,46,0.005625439,-10.755163,2.556829179993656,-7.068438386471023,1.995782,1.9803072,2.0360143579964642,-2.0,0.08855561,-11.986223,4.3502545,0.1597043029978522,0.107571386,-28.10594478756368,0.99965864,13.287304212686289,0.9998299,3.8702524,-0.9996412,-0.18110112596355762,-1.5162706,-18.110112596355766,0.00886600837111473,-18.110112596355766,4.321211,122.8868172250659,-0.00754874255444754,-11.977279,-0.995453,-43.59103200581861,-45.20338,-45.2478,-12.161114,70500,0.0019569559954106808,100,0.25806946,0.004811525002878625,100,0.8800697728655347,23700,705,7.761648074195975,0.3512829800019972,-0.019932107999920845,237
-2.4656467,0.029509328,-0.48237339300309173,-1.9355173,-45.89914531898981,100.0,-48.23733930030918,15,100,-10.704201,100,0.003176259000611026,-0.23721877,5,13.3523245,0.06356415,-0.01151920377984474,-8.465380915080724,0.0,-10.709718,0.28503597,5.840332,24200,-50.420544,0.83269566,1.3808604434814085,-22.464401800115105,0.0,7.9715147,100.0,0.18607008,-9.512027224910433,47,0.031969354,-0.124139644,2.5379242110066116,-10.198590948171761,1.6454431,1.7200093,2.0234267889973125,-2.0,1.201823,-12.226327,5.5702753,0.1559933610042208,1.2153238,-48.23733930030918,0.99981296,10.906657093778225,0.9998541,4.681506,-0.996464,-0.2291335368959429,-3.6456933,-22.913353689594295,0.008378819562494755,-22.913353689594295,5.575085,125.42943788606499,-0.059117542560466106,-12.220647,-0.99051744,-69.74218218251502,-49.167103,-49.06083,-12.181498,72000,0.002216412001871504,100,0.26251835,0.004838535998715088,100,0.79759149864451,24200,720,21.041016702763038,0.34827285400388064,-1.6954494714736938,242
-4.2753735,0.045057636,-0.3448033806604213,-1.929051,-61.89734749332189,100.0,-34.48033806604213,15,100,-10.65732,100,0.0034607679990585893,-0.463948,5,13.747124,0.13615327,-0.007214136890800297,-11.342716116942276,0.0,-10.657606,0.26961726,5.856276,24700,-49.204994,0.8753753,0.9368068725801812,-18.885681632055604,0.0,10.297808,100.0,0.20881821,-7.099847958361697,48,0.03296608,-0.27674127,2.5713055369851645,-9.762427423800192,1.8137007,2.197983,2.03983593799785,-2.0,1.3552842,-12.325024,5.777746,0.17789640299452003,1.3547958,-34.48033806604213,0.99977696,19.253538158996744,0.9997118,4.3199973,-0.99852204,-0.33243255789533854,-3.0418525,-33.24325578953385,0.007894273847341537,-33.24325578953385,5.7511373,128.0051098030599,-0.016245276407934762,-12.314808,-0.9733397,-62.8820073365756,-49.793583,-49.97336,-12.203635,73500,0.00197932399896672,100,0.26273438,0.004789431994140614,100,1.2480359511553243,24700,735,15.099794363399544,0.34334367200062843,-0.9019827842712402,247
