replay_buffer/size,time/training (s),trainer/Q1 Predictions Max,trainer/Q Targets Max,evaluation/Rewards Min,evaluation/Rewards Max,exploration/Returns Max,trainer/Q Targets Mean,evaluation/Returns Mean,trainer/QF2 Loss,evaluation/path length Mean,trainer/Policy mu Min,evaluation/Average Returns,exploration/num steps total,evaluation/num paths total,evaluation/path length Min,exploration/Actions Std,exploration/Returns Mean,trainer/Log Pis Max,time/data storing (s),trainer/Policy mu Std,exploration/num paths total,trainer/Policy log std Mean,trainer/Q2 Predictions Min,trainer/Log Pis Mean,trainer/Policy log std Max,trainer/Policy log std Std,evaluation/Actions Max,evaluation/Returns Max,exploration/Rewards Std,trainer/Q Targets Min,time/total (s),evaluation/Actions Std,exploration/Returns Std,evaluation/Returns Min,trainer/Policy log std Min,exploration/Actions Mean,exploration/path length Max,exploration/path length Min,trainer/Log Pis Min,time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),trainer/Q2 Predictions Std,exploration/Actions Max,trainer/Log Pis Std,trainer/Policy mu Mean,trainer/Alpha,evaluation/Rewards Mean,exploration/path length Mean,trainer/Q1 Predictions Std,trainer/Alpha Loss,trainer/Q1 Predictions Min,exploration/Actions Min,evaluation/Rewards Std,Epoch,evaluation/Returns Std,trainer/Q2 Predictions Mean,evaluation/Num Paths,exploration/Rewards Max,trainer/Q Targets Std,exploration/Num Paths,trainer/Policy Loss,exploration/Rewards Mean,time/logging (s),evaluation/num steps total,trainer/Q1 Predictions Mean,evaluation/Actions Mean,evaluation/path length Std,exploration/path length Std,trainer/Policy mu Max,exploration/Rewards Min,evaluation/Actions Min,exploration/Returns Min,evaluation/path length Max,time/saving (s),trainer/Q2 Predictions Max,exploration/Average Returns,trainer/QF1 Loss
100000,2.365662739961408,-7.499325,-0.11739316,-10.070063449289318,-0.045549141759292804,-18.91130335577896,-27.610659,-52.94880557436305,1.8837582,100.0,-2.8828776,-52.94880557436305,343700,10305,100,0.18851186,-66.84568579034213,6.333553,0.003108241013251245,0.56636125,3437,-2.2229223,-121.356316,2.0417008,-0.50087124,0.42651466,0.9977247,-19.14781542718031,0.6915803368291992,-123.92574,1686.0126895362046,0.18016817,36.25837668285928,-145.07218122283348,-3.1162767,-0.0042709983,100,100,-1.7116907,2.856694916903507,0.32985912496224046,0.15128853596979752,32.41609,0.98975855,1.3423716,-0.00984054,0.0884096771478653,-0.5294880557436304,100.0,32.37705,0.10115596652030945,-120.90645,-0.99881303,0.960980820327364,686,38.76698280565238,-27.328997,15,-0.027169934421260727,33.12234,5,29.30235,-0.6684568579034215,0.004813658015336841,1030500,-27.362778,0.0074068946,0.0,0.0,2.7025309,-6.737243403558818,-0.99724394,-126.86376465452479,100,0.00196261698147282,-7.3913317,-66.84568579034213,2.0174541
100000,2.0061795610236004,-7.616102,-0.25791597,-9.637048824720859,-0.013437081657783758,-36.95710044137835,-24.380684,-47.325491098432934,14.884983,100.0,-2.9387476,-47.325491098432934,344200,10320,100,0.2268252,-102.95212062027106,4.775959,0.002910237992182374,0.32236102,3442,-2.307286,-121.45353,1.903015,-0.7219968,0.31227332,0.99418646,-9.183196323326973,1.2906119200261341,-122.44073,1688.5220150941168,0.17409141,88.16075769815914,-281.5761797882641,-3.0425632,0.015579821,100,100,-1.4413753,2.504987805034034,0.33102458203211427,0.1497720630140975,28.435781,0.99902207,1.0313512,-0.041964024,0.08833245933055878,-0.47325491098432926,100.0,28.42258,-0.23534823954105377,-121.57867,-0.99837965,1.0564841351694367,687,63.9234573062644,-24.788809,15,-0.0074449325292194205,28.920235,5,26.65541,-1.0295212062027104,0.004809641977772117,1032000,-24.771162,0.0037294296,0.0,0.0,2.122166,-8.764183082206682,-0.9955477,-273.4895026985991,100,0.010291718994267285,-7.5241156,-102.95212062027106,14.829715
100000,2.0201633039978333,-7.5299387,-0.3551066,-10.403331222646047,-0.023358153440013227,-16.977141515748848,-26.169346,-69.99603629726704,7.785405,100.0,-2.6909018,-69.99603629726704,344700,10335,100,0.18882437,-75.30426831480356,4.1748743,0.0027116769924759865,0.36374938,3447,-2.3195121,-139.7483,1.961957,-0.64755434,0.33889726,0.99844354,-13.459853995434681,1.0948168945205417,-141.27968,1691.0284765991382,0.20470473,93.48407027205992,-145.1296684689259,-2.962514,-0.016012749,100,100,-2.2833881,2.501976647938136,0.3294903969508596,0.1428635639604181,29.169159,0.95105624,1.0319762,-0.07876108,0.08877237886190414,-0.6999603629726704,100.0,29.147734,-0.09213128685951233,-140.00374,-0.997259,1.2843841316125955,688,40.94490323861641,-26.153854,15,-0.009815799149310618,29.64295,5,28.046885,-0.7530426831480357,0.004792505991645157,1033500,-26.191118,0.0063484763,0.0,0.0,0.6637492,-7.192908551177949,-0.9988896,-260.8726833903069,100,0.001955200044903904,-7.578698,-75.30426831480356,7.7809544
100000,1.998324658954516,-7.56605,-0.17725089,-10.672124167358474,-0.028829018008144993,-49.53918183911511,-28.292063,-62.86106845041524,1.1343511,100.0,-2.229024,-62.86106845041524,345200,10350,100,0.21358807,-77.64199986910333,3.6055646,0.0027746400446631014,0.23869108,3452,-2.2993805,-121.63056,1.900334,-0.7241826,0.29506776,0.9982951,-15.269811664248076,1.0133115275880764,-122.746124,1693.514616296161,0.1884401,29.698967014979896,-266.2848906227571,-2.9491258,-0.01779852,100,100,-2.6712437,2.481574709992856,0.33114280499285087,0.1440704219858162,34.19081,0.9910909,1.0825864,-0.02641396,0.08872918784618378,-0.6286106845041523,100.0,34.159218,-0.24140138924121857,-121.56317,-0.99954796,1.1449613981216515,689,62.92976071139021,-27.998207,15,-0.02099300529290749,34.629967,5,29.846943,-0.7764199986910336,0.0035769229871220887,1035000,-27.996067,0.0046263705,0.0,0.0,1.0662268,-7.5273609949308815,-0.9961345,-125.0432914137732,100,0.0016852610278874636,-7.72099,-77.64199986910333,1.1607839
100000,1.9997690419550054,-7.5112686,-7.6980977,-8.865278343938236,-0.0285952368020968,-17.97184868071614,-25.03855,-55.48786460332231,0.5434192,100.0,-3.0176706,-55.48786460332231,345700,10365,100,0.22625989,-35.008992821472035,6.706602,0.002752476022578776,0.4059604,3457,-2.289106,-121.817375,2.085855,-0.7542736,0.34064478,0.9961946,-9.279404579615816,0.9170047165788653,-124.48425,1696.02060072514,0.18063764,11.99346366723702,-271.31165017924224,-2.9549904,-0.027433155,100,100,-0.55080515,2.5013725989847444,0.3309783940203488,0.16115526895737275,27.818417,0.98913777,1.0396646,-0.01658779,0.08592631667852402,-0.554878646033223,100.0,27.788984,0.21070754528045654,-121.32618,-0.9979264,1.064405722870977,690,64.68023022689027,-24.633162,15,-0.009967770562060722,28.342255,5,26.697962,-0.3500899282147205,0.004790978040546179,1036500,-24.631556,-0.020468649,0.0,0.0,2.0135398,-8.954014383746577,-0.9971514,-51.81097256123782,100,0.0019264399888925254,-7.52933,-35.008992821472035,0.5529622
100000,1.979208086966537,-7.744787,-0.30583844,-11.436892923191573,-0.014754490390435028,-15.674516498986144,-24.65106,-78.07577613906552,1.2340636,100.0,-3.019722,-78.07577613906552,346200,10380,100,0.21513811,-41.73641680234069,5.430699,0.0025440040044486523,0.29326448,3462,-2.3461907,-128.6182,1.9293709,-0.831152,0.2630951,0.99852115,-10.809668069882969,1.0663223394297248,-127.286194,1698.485924097069,0.20299396,21.265129524740757,-279.94517252852654,-3.0137916,0.011278999,100,100,-1.5633389,2.460988739912864,0.3345371399773285,0.1379024870111607,28.640991,0.9963745,1.0244983,-0.038642503,0.08464394509792328,-0.7807577613906557,100.0,28.58609,-0.1744050532579422,-126.88176,-0.99802,1.3870422767534838,691,78.96580079398281,-24.772795,15,-0.009904354392688792,28.648315,5,26.651134,-0.4173641680234069,0.004821670998353511,1038000,-24.75627,-0.006039106,0.0,0.0,1.978913,-10.141995144034848,-0.9964208,-67.50639462758919,100,0.0019753509550355375,-7.9084716,-41.73641680234069,1.1659094
100000,2.02752759703435,-7.543797,-0.083031975,-8.449193289827415,-0.036964873892713856,-20.43031020562237,-25.26313,-58.28352299731484,1.3691242,100.0,-2.8044689,-58.28352299731484,346700,10395,100,0.22768153,-57.166388946667325,4.7661915,0.0027628139941953123,0.44795167,3467,-2.3113663,-119.62845,1.8629739,-0.47912923,0.3974464,0.99592346,-19.104794350906243,1.049099885388079,-122.285255,1701.0086855890695,0.18813017,37.36250591928093,-251.59102434293433,-2.9629018,0.020673808,100,100,-2.2926655,2.5182172450004146,0.33250694297021255,0.13891347299795598,29.407814,0.99808955,1.2501514,0.0047841985,0.08292689174413681,-0.5828352299731484,100.0,29.421566,-0.3411610424518585,-119.58329,-0.99962276,1.0302863107134341,692,59.71453493168803,-24.960913,15,-0.004868976673925404,30.128626,5,26.799017,-0.5716638894666733,0.004807377001270652,1039500,-24.972813,-0.000515384,0.0,0.0,2.9162452,-9.353973264029516,-0.9962913,-128.20426319537825,100,0.011699041002430022,-7.517707,-57.166388946667325,1.3607389
100000,2.0145319359726273,-7.676305,-0.74940896,-10.043933879644603,-0.01355244101269265,-35.31077789634074,-21.482178,-58.403625051200514,145.78862,100.0,-1.5317162,-58.403625051200514,347200,10410,100,0.21131313,-81.77520006767625,5.6684217,0.002770884020719677,0.33932722,3472,-2.3331766,-123.220245,2.0652514,-0.71489567,0.3263944,0.9978783,-9.23694502175639,0.9957291218134412,-122.6041,1703.495642473048,0.17811139,43.9671532341557,-139.30482770655243,-2.9488163,-0.022812443,100,100,-3.042557,2.482540824043099,0.3239749160129577,0.13576181000098586,27.718288,0.9966925,1.1787643,0.0017163262,0.0839766338467598,-0.5840362505120051,100.0,27.754124,0.1616520881652832,-122.90268,-0.99968463,1.0229676640307028,693,39.84848249661189,-22.724524,15,-0.03127118547395116,26.126787,5,24.691734,-0.8177520006767626,0.003568660991732031,1041000,-22.71812,0.011292495,0.0,0.0,2.9097517,-6.876011789785005,-0.99513006,-135.537628579276,100,0.0019326170440763235,-7.685687,-81.77520006767625,145.0145
100000,2.007660240982659,-7.769781,-0.17725089,-10.279296559801594,-0.008204725441224652,-21.405706710519887,-24.74718,-37.455891716008516,0.95837337,100.0,-2.850771,-37.455891716008516,347700,10425,100,0.18181713,-40.558264497446885,6.0183268,0.0027403280255384743,0.47276226,3477,-2.2968738,-121.740944,2.0326571,-0.55325145,0.39205188,0.99769616,-2.0546633385406596,0.6025876777749389,-121.705185,1705.9900759420125,0.1842622,16.29733576887373,-87.77270990106965,-2.8721497,0.009872895,100,100,-2.0740356,2.4899256210192107,0.33050260099116713,0.14220941299572587,30.021519,0.99703574,1.2958596,0.020092927,0.08674140274524689,-0.37455891716008516,100.0,30.04045,0.07984238862991333,-122.1689,-0.99450177,1.0739720478627914,694,26.375783541482352,-24.813309,15,-0.002726943798232233,30.070341,5,26.744268,-0.40558264497446883,0.0048901939881034195,1042500,-24.787981,0.002616893,0.0,0.0,2.7394547,-6.877200519575371,-0.99632454,-69.54469441603376,100,0.0019228440360166132,-7.7417603,-40.558264497446885,0.95626086
100000,2.018244441016577,-7.2331133,-7.587897,-9.82097659913257,-0.020654806439187018,-56.68459886319413,-32.582703,-81.55618390183943,0.48970962,100.0,-2.8560703,-81.55618390183943,348200,10440,100,0.1890883,-126.32052113515647,6.3932695,0.002773219021037221,0.4441788,3482,-2.2905815,-122.214096,1.9983182,-0.72994685,0.3582208,0.9970962,-11.459103947823412,1.1055491312178816,-123.42885,1708.4899951120024,0.18945564,67.4041772225053,-281.8732974120231,-2.8877854,0.0045174323,100,100,-2.6819785,2.495364781061653,0.33013435103930533,0.1377908180002123,36.85657,0.9993319,1.2399287,-0.03196397,0.08687135577201843,-0.8155618390183942,100.0,36.83449,-0.004109442234039307,-121.74053,-0.96969104,1.2267904830029968,695,83.46620510489984,-32.132362,15,-0.01584974100392906,37.288742,5,34.103268,-1.2632052113515648,0.00484678300563246,1044000,-32.171524,0.0014599692,0.0,0.0,2.8985507,-8.63674708825764,-0.9960387,-248.99420150050844,100,0.0015751689788885415,-7.545842,-126.32052113515647,0.47117257
100000,2.014891654951498,-7.7261486,-7.5641675,-10.141485662760019,-0.01879602061270865,-30.236595775604574,-25.2229,-33.93635139995135,0.06134509,100.0,-2.3612013,-33.93635139995135,348700,10455,100,0.19202197,-64.55973669842207,5.462453,0.0027731290319934487,0.43511924,3487,-2.284694,-122.96438,2.091122,-0.6362328,0.38308942,0.9935187,-6.117545903595389,0.8772370537454718,-123.30173,1710.9965898529626,0.17276847,27.532287209776193,-103.0962654842066,-2.8977308,-0.0012569737,100,100,-0.33903968,2.5020888090366498,0.33624069404322654,0.1423305720090866,29.658674,0.9920317,0.97810405,0.00822663,0.08512380719184875,-0.3393635139995136,100.0,29.693506,0.22448697686195374,-123.38629,-0.9997611,0.8878527381907527,696,29.015867053275166,-25.198729,15,-0.012852038885151795,29.644169,5,27.184776,-0.6455973669842205,0.003928357968106866,1045500,-25.183832,0.0026302375,0.0,0.0,2.235435,-8.617929731655407,-0.99888086,-95.9833566954957,100,0.0019244010327383876,-7.717858,-64.55973669842207,0.063610904
100000,1.9987267529941164,-7.2030354,-7.5009284,-9.665655920190177,-0.005162665388333717,-25.101236795087384,-29.378748,-38.770621420564716,0.8959749,100.0,-1.3048766,-38.770621420564716,349200,10470,100,0.20632406,-58.39579662456377,3.4610186,0.0027037959662266076,0.34468645,3492,-2.316268,-122.16007,2.1011999,-0.5464352,0.34638005,0.9989257,-5.97667080267039,0.9388474961731827,-124.695946,1713.4769821849186,0.1850807,35.80196695779045,-109.40658108477932,-2.9236343,-0.0032265445,100,100,-1.0182904,2.476761731028091,0.3311646350193769,0.13803333102259785,35.091064,0.99933916,0.8792023,0.04428267,0.08358859270811081,-0.38770621420564705,100.0,35.0868,0.25117379426956177,-121.94893,-0.99845994,1.0606102491720282,697,28.372130801786792,-28.926931,15,-0.02364638696432991,35.861164,5,30.926285,-0.5839579662456377,0.004553886014036834,1047000,-28.86309,0.010652326,0.0,0.0,2.839902,-9.713608767848095,-0.9954908,-120.39082747145855,100,0.0015793300117366016,-7.2080793,-58.39579662456377,0.9848236
100000,2.008764760044869,-7.253762,-0.089710064,-11.498697027966301,-0.005917206764834914,-22.28965920987924,-28.212608,-45.89411961618925,10.1098795,100.0,-0.3872507,-45.89411961618925,349700,10485,100,0.1955182,-58.42018046326956,6.935384,0.0027451119967736304,0.34012535,3497,-2.3544216,-122.85632,2.066371,-0.7323558,0.31946108,0.99939847,-6.053794008057232,0.9039753169351271,-124.38767,1715.9721003299928,0.18039474,27.87721412086228,-139.3001261435474,-2.8748438,0.013216053,100,100,-1.3396509,2.4907904809806496,0.33086607296718284,0.14213027997175232,35.09082,0.9973736,1.1754853,0.035923414,0.08640836179256439,-0.4589411961618924,100.0,35.17392,0.16252702474594116,-123.38665,-0.99378484,1.086470696553171,698,41.68238743092737,-28.58912,15,-0.005722328828292202,35.77052,5,30.626501,-0.5842018046326956,0.00434871600009501,1048500,-28.594118,0.01218488,0.0,0.0,2.8377347,-8.741173249289506,-0.9951331,-107.76998338463912,100,0.0019355399999767542,-7.3179107,-58.42018046326956,9.988166
100000,2.0160849440144375,-7.1189833,-0.7941743,-9.686998353968745,-0.011233581043773215,-29.16927770872967,-23.038263,-75.10011260174993,8.932268,100.0,-2.627121,-75.10011260174993,350200,10500,100,0.2296026,-72.72367801914302,8.612038,0.0026367829996161163,0.47831118,3502,-2.2988517,-123.880196,1.9682065,-0.612,0.3782001,0.99820656,-8.144967883394198,1.210909486421332,-124.09756,1718.4761925539933,0.1870453,30.247972499686664,-288.889403378055,-2.7982297,0.05174459,100,100,-2.0561156,2.4997688999283127,0.33100106596248224,0.13572343497071415,23.857784,0.99943066,1.3460988,0.006534443,0.0885687917470932,-0.7510011260174992,100.0,23.87548,-0.07706695795059204,-124.17389,-0.53562295,1.3357873224853287,699,83.53898374850064,-23.081133,15,-0.006940010758093843,24.039177,5,25.028645,-0.7272367801914303,0.004782416974194348,1050000,-23.0905,-0.0016012789,0.0,0.0,2.81895,-10.688567838053146,-0.99780345,-123.59717038632975,100,0.009540255006868392,-7.3101473,-72.72367801914302,8.878761
100000,1.9879454280016944,-7.157618,-7.289545,-10.459595743915655,-0.009985850738853755,-27.54628180826026,-19.588234,-105.36817737765773,0.3940123,100.0,-1.6784279,-105.36817737765773,350700,10515,100,0.20421056,-58.56211431899254,5.2888145,0.002567986026406288,0.30253023,3507,-2.26958,-121.552124,1.6848841,-0.730557,0.32587376,0.9974174,-23.276987741679545,0.9531950961166659,-124.351265,1720.9445508189383,0.1970663,20.21329037655233,-279.81609371671914,-2.7713425,-0.0007719784,100,100,-6.5728707,2.4635574800195172,0.3276169740129262,0.13845388300251216,21.383062,0.99698675,1.4653877,0.005648532,0.08843697607517242,-1.0536817737765773,100.0,21.394253,-0.7642914056777954,-121.83198,-0.9979969,1.4826693914502223,700,90.40438296208566,-19.27689,15,-0.02666065965735132,21.871834,5,21.014727,-0.5856211431899254,0.0049546429654583335,1051500,-19.292519,0.008015559,0.0,0.0,2.7047908,-9.311208909154297,-0.9968925,-85.52047887977663,100,0.002018566010519862,-7.144282,-58.56211431899254,0.37375298
100000,2.008706948021427,-7.1584344,-7.281492,-9.532536647159928,-0.008467953391554685,-18.250204535273998,-21.521091,-63.24992038476954,0.13396233,100.0,-2.82264,-63.24992038476954,351200,10530,100,0.18816008,-37.871424845539046,6.134379,0.002641869999933988,0.37123284,3512,-2.2942543,-124.98774,1.8837482,-0.48822355,0.32300195,0.9984213,-4.930673139467511,0.6821245291049578,-125.02913,1723.431197144033,0.16026604,14.996235193229067,-255.63139610475807,-2.8008785,-0.0010348139,100,100,-1.8298378,2.4829249440226704,0.3307446370017715,0.13452576502459124,25.722452,0.9996183,1.2460722,-0.02195946,0.08941725641489029,-0.6324992038476953,100.0,25.765472,-0.2806748151779175,-125.014725,-0.99758047,1.055355232079706,701,62.82001868834489,-21.353779,15,-0.0030862476942253602,25.7944,5,23.189308,-0.3787142484553904,0.004776215006131679,1053000,-21.366009,-0.001018541,0.0,0.0,3.0629513,-6.24007872384467,-0.99493575,-62.37268810879246,100,0.0015295089688152075,-7.2542877,-37.871424845539046,0.089787945
100000,1.9660673949983902,-7.1791883,-0.18570119,-9.790847672428107,-0.03841804715626617,-38.798377674761994,-24.659956,-56.6831227673916,1.0877454,100.0,-0.7764919,-56.6831227673916,351700,10545,100,0.1882981,-65.15460124247682,5.8319306,0.0027377780061215162,0.30653852,3517,-2.303671,-122.61948,1.8334818,-0.60544854,0.30460414,0.99729586,-18.127694809683952,0.6286377069958256,-124.29066,1725.8819822320365,0.16852616,31.922359010259335,-130.50156269695557,-2.7786496,-0.002117119,100,100,-2.3012044,2.446656292071566,0.33271171600790694,0.13840945402625948,29.210228,0.9968084,1.1472713,0.022237072,0.09017191082239151,-0.5668312276739158,100.0,29.205885,-0.40064284205436707,-122.52987,-0.99540883,0.9848198066317384,702,33.636468365930284,-24.461084,15,-0.01489651703635603,29.674814,5,26.245003,-0.651546012424768,0.004799571994226426,1054500,-24.454817,0.0060851057,0.0,0.0,2.7732077,-6.627977248931336,-0.9975517,-109.9171887979813,100,0.0019303770386613905,-7.0841765,-65.15460124247682,1.0917068
100000,2.0122843040153384,-7.23649,-0.1994964,-10.940317314786801,-0.007555839413193219,-26.907669147774744,-31.446932,-94.97816812768569,1.1239244,100.0,-1.6041039,-94.97816812768569,352200,10560,100,0.22822514,-102.63053804130007,3.4760165,0.0027720489888451993,0.19338122,3522,-2.338275,-124.60929,2.0322351,-1.161887,0.2565455,0.99894243,-14.868153880974756,1.400628161687458,-125.037674,1728.3770913321641,0.18851398,77.80686558432987,-265.1171395260588,-2.73491,-0.042177502,100,100,-1.4316123,2.4900456319446675,0.32846326497383416,0.1397154779988341,38.48891,0.9633239,0.94306237,-0.030194867,0.08849871158599854,-0.9497816812768569,100.0,38.51802,0.07816153764724731,-124.2803,-0.99976104,1.3886347886334276,703,78.64811248238826,-31.359814,15,-0.011353907635717397,38.767918,5,33.301804,-1.026305380413001,0.004861587949562818,1056000,-31.361435,-0.004632061,0.0,0.0,0.48767933,-10.420500451315677,-0.997775,-240.82951101565772,100,0.0019489480182528496,-7.3833094,-102.63053804130007,1.097722
100000,2.026162280992139,-7.3898635,-0.036715582,-9.22275476042976,-0.001987818618918084,-12.653275664012533,-23.914244,-40.50547320327733,1.7053341,100.0,-2.6752143,-40.50547320327733,352700,10575,100,0.14211631,-42.3659276660898,4.4086404,0.0027256880421191454,0.38491532,3527,-2.2904093,-126.4801,2.0407407,-0.6227366,0.34514883,0.9944792,-8.49783251555894,0.507016046787091,-125.79337,1730.8787860411103,0.1722439,33.03188065184313,-131.6874256215458,-2.8100715,0.016860146,100,100,-2.3839014,2.4971229830407538,0.32128322502830997,0.14020307100145146,27.540731,0.99455285,1.0315249,-0.039669745,0.0893125832080841,-0.4050547320327734,100.0,27.560118,0.09841722249984741,-126.38966,-0.40469277,0.8940412935144023,704,31.192166969732632,-23.961426,15,-0.013840870532808783,27.621166,5,25.950405,-0.4236592766608982,0.004793001979123801,1057500,-23.946856,-0.008791463,0.0,0.0,2.9966187,-4.83152129407635,-0.9968979,-106.49568652320686,100,0.001955715997610241,-7.458857,-42.3659276660898,1.6804211
100000,1.9887483500060625,-7.430381,-1.3858328,-11.259964702209468,-0.012154409186059804,-27.63649831069009,-21.087584,-44.94845962864211,34.781273,100.0,-2.6862817,-44.94845962864211,353200,10590,100,0.24540177,-48.0260337414896,5.385127,0.002568218973465264,0.48131803,3532,-2.2239623,-122.03214,1.6333058,-0.5260595,0.39114818,0.9989116,-8.381325931569839,1.230094854790708,-122.32082,1733.348700569186,0.1942854,14.534580261010158,-106.8607252829683,-2.857555,0.0030521355,100,100,-4.1163974,2.4654104759683833,0.3303574210149236,0.13695799303241074,24.52198,0.9994406,1.524392,0.031310137,0.08906372636556625,-0.449484596286421,100.0,24.531675,-0.8867697715759277,-122.15993,-0.99896973,1.1177491594947435,705,27.864320406425986,-21.671982,15,-0.0027575318486214788,24.355402,5,23.30939,-0.48026033741489604,0.004861135967075825,1059000,-21.670504,0.016923744,0.0,0.0,2.846976,-9.863752814551583,-0.9968393,-69.12878189298985,100,0.0019173569744452834,-7.3999386,-48.0260337414896,34.97839
100000,2.0066487150033936,-7.402286,-7.344778,-11.850584315113029,-0.009963980599578369,-28.528632431567516,-28.18695,-62.850296288037796,0.10383876,100.0,-3.4553607,-62.850296288037796,353700,10605,100,0.24102959,-61.683378249800626,4.0309596,0.0027032250072807074,0.51741594,3537,-2.3032916,-120.623245,2.0387115,-0.48548603,0.40401348,0.99829197,-16.82525794149224,1.2086358016416228,-120.99314,1735.8334021831397,0.18802603,42.6913448156494,-219.16978274199604,-2.916708,0.0038014364,100,100,-1.2369653,2.4805683030281216,0.324970930989366,0.13987543300027028,33.297176,0.9925907,0.9827889,-0.026943874,0.0907270759344101,-0.6285029628803782,100.0,33.345024,0.09290343523025513,-120.881386,-0.99751717,1.222848425898027,706,55.675344461822775,-28.054815,15,-0.01057281670122657,33.46149,5,30.019007,-0.6168337824980061,0.004828471981454641,1060500,-28.061539,0.0019600517,0.0,0.0,2.4817128,-11.05987418982052,-0.9978106,-145.0187430405416,100,0.0015415270463563502,-7.493388,-61.683378249800626,0.09112883
100000,1.9921510049607605,-7.4227905,-0.8385537,-8.226765921225615,-0.0031930133636745473,-17.15689130367739,-24.90021,-55.34855799641381,7.4150844,100.0,-2.768319,-55.34855799641381,354200,10620,100,0.21268736,-48.671217583984614,4.67595,0.002584002970252186,0.2922674,3542,-2.3141258,-118.74213,1.8364989,-0.67714226,0.2954298,0.9934505,-3.760483363247021,1.0133231850369735,-120.0099,1738.308276433032,0.1676024,27.27995211740002,-221.4090688170893,-3.1160526,-0.0017840118,100,100,-3.0176315,2.4701496979105286,0.3299775480409153,0.13877890998264775,29.711569,0.996982,1.1375633,-0.009234181,0.0898030623793602,-0.5534855799641382,100.0,29.708414,-0.3940492570400238,-118.77057,-0.99820805,0.9205921857571338,707,53.050722523733384,-24.922686,15,-0.013592479300812903,30.188486,5,26.711742,-0.4867121758398462,0.004770470957737416,1062000,-24.9478,-0.0018082889,0.0,0.0,2.361618,-8.999881390746262,-0.9972033,-94.53970482017175,100,0.0018877609982155263,-7.4083853,-48.671217583984614,7.3267403
100000,2.013295996992383,-7.5050583,-0.100586504,-9.175443047085567,-0.020696652176780784,-34.229805674072786,-26.762688,-52.94816971010675,1.8065492,100.0,-1.458761,-52.94816971010675,354700,10635,100,0.2557094,-56.534110233798984,5.532646,0.002519957022741437,0.40674925,3547,-2.2909677,-119.315346,1.8945636,-0.6053995,0.33786318,0.9976688,-7.566322656815473,1.5109883006698475,-119.792984,1740.808290360961,0.16892159,14.28909165026708,-221.56766457854022,-2.7709174,0.008436226,100,100,-4.4845905,2.495544630975928,0.3328971519949846,0.14006987598259002,29.315542,0.999789,1.2235415,0.0011588467,0.08687137067317963,-0.5294816971010674,100.0,29.353426,-0.25760066509246826,-119.44094,-0.99961376,1.0549860707496894,708,52.060399365022676,-26.91603,15,-0.004257204711352847,29.51423,5,28.76897,-0.56534110233799,0.004819342982955277,1063500,-26.885094,0.0010797869,0.0,0.0,2.91802,-11.924196772487761,-0.9960928,-75.25557136091093,100,0.0019423060002736747,-7.5603175,-56.534110233798984,1.7732719
100000,1.9957145789521746,-7.3411803,-0.02302204,-9.474247498814393,-0.007657477056138255,-33.22986732937578,-21.108372,-54.59038265306193,1.2865582,100.0,-2.9033854,-54.59038265306193,355200,10650,100,0.23530166,-105.75384123031617,5.482121,0.002720849006436765,0.35298714,3552,-2.328794,-118.270226,2.1288214,-0.6206492,0.32527244,0.99672925,-6.470642384129935,1.3570461772406661,-120.406876,1743.2920352868969,0.17162341,72.29569391263044,-228.88195594268657,-2.8131795,0.0062469556,100,100,-0.8052358,2.4788815759238787,0.3338308189995587,0.13984953798353672,24.679647,0.99920654,0.98274696,-0.020693287,0.0865037739276886,-0.5459038265306194,100.0,24.67421,0.3153107762336731,-117.66058,-0.99880695,1.0259760897835186,709,58.45493057182805,-20.755081,15,-0.014305805879511116,25.252495,5,22.81847,-1.0575384123031617,0.0048239780007861555,1065000,-20.754856,-0.0089574875,0.0,0.0,2.0075276,-9.778564020657806,-0.99886596,-223.99617710470207,100,0.0019418129813857377,-7.2790995,-105.75384123031617,1.3053067
100000,2.004477587994188,-7.225238,-0.23017716,-11.181727387546358,-0.01101181334456328,-26.79936207720576,-26.812786,-37.209567936785376,1.933995,100.0,-1.4839488,-37.209567936785376,355700,10665,100,0.194471,-86.17723288446545,5.5005918,0.002799223002512008,0.39478436,3557,-2.2374086,-118.85001,1.822736,-0.87979734,0.3655466,0.99744976,-11.447163817650223,1.0774186167654403,-118.91363,1745.7793416958302,0.18028846,71.90539097434885,-102.06406033069412,-2.8809931,0.0012627249,100,100,-3.3554564,2.4832118320045993,0.32747182599268854,0.1415933610405773,32.518253,0.9993112,1.2459372,0.05844974,0.08773915469646454,-0.3720956793678537,100.0,32.527,-0.43134596943855286,-118.88892,-0.99803007,0.9811813821796258,710,22.99052215290239,-27.020214,15,-0.009530643622308736,32.635635,5,28.798716,-0.8617723288446545,0.004877842962741852,1066500,-27.020403,0.0061477865,0.0,0.0,3.2765486,-8.170377861352861,-0.9987022,-217.37977390486228,100,0.001991991011891514,-7.4479904,-86.17723288446545,1.8928883
